idx,pw_us,freq_hz,subject,peak_torque_Nm,time_to_peak_s,mean_torque_Nm,torque_rms_Nm,rise_slope_Nm_s
1764,210,33,5,0.8945,1.96,0.8525,0.8572,1.7231
1765,210,33,6,2.6151,1.96,2.4714,2.4997,5.1891
1766,210,33,7,0.4267,1.87,0.4028,0.4075,0.8434
1767,210,33,8,1.3693,1.87,1.2889,1.3047,2.7092
1768,210,33,9,0.6791,1.96,0.6511,0.6547,1.3247
1769,210,33,10,1.5484,1.87,1.4638,1.4772,3.0185
1770,210,33,average,1.1438,1.87,1.0892,1.0989,2.2589
1771,211,33,1,0.7437,1.87,0.7128,0.7189,1.483
1772,211,33,2,2.3642,1.96,2.2631,2.2833,4.7305
1773,211,33,3,0.9382,1.87,0.9017,0.9091,1.8775
1774,211,33,4,0.5293,0.87,0.5074,0.5121,1.0626
1775,211,33,5,0.9003,1.96,0.858,0.8627,1.7341
1776,211,33,6,2.6258,1.96,2.4815,2.5099,5.2101
1777,211,33,7,0.4275,1.87,0.4035,0.4082,0.8449
1778,211,33,8,1.3732,1.87,1.2926,1.3085,2.7169
1779,211,33,9,0.6815,1.96,0.6534,0.657,1.3295
1780,211,33,10,1.5544,1.87,1.4694,1.4829,3.0301
1781,211,33,average,1.1496,1.87,1.0947,1.1044,2.2702
1782,212,33,1,0.7483,1.87,0.7172,0.7233,1.4921
1783,212,33,2,2.3678,1.96,2.2665,2.2867,4.7376
1784,212,33,3,0.944,1.87,0.9072,0.9147,1.889
1785,212,33,4,0.5347,0.87,0.5125,0.5173,1.0734
1786,212,33,5,0.906,1.96,0.8634,0.8682,1.745
1787,212,33,6,2.6365,1.96,2.4915,2.52,5.2309
1788,212,33,7,0.4282,1.87,0.4042,0.4088,0.8463
1789,212,33,8,1.377,1.87,1.2962,1.3121,2.7245
1790,212,33,9,0.684,1.96,0.6558,0.6594,1.3342
1791,212,33,10,1.5603,1.87,1.475,1.4885,3.0415
1792,212,33,average,1.1554,1.87,1.1001,1.11,2.2815
1793,213,33,1,0.7528,1.87,0.7216,0.7277,1.5011
1794,213,33,2,2.3713,1.96,2.2698,2.29,4.7445
1795,213,33,3,0.9498,1.87,0.9128,0.9203,1.9005
1796,213,33,4,0.5401,0.87,0.5177,0.5225,1.0842
1797,213,33,5,0.9117,1.96,0.8688,0.8736,1.7558
1798,213,33,6,2.647,1.96,2.5013,2.5299,5.2515
1799,213,33,7,0.4289,1.87,0.4048,0.4095,0.8476
1800,213,33,8,1.3808,1.87,1.2998,1.3157,2.732
1801,213,33,9,0.6864,1.96,0.6581,0.6617,1.3389
1802,213,33,10,1.5662,1.87,1.4805,1.4941,3.0529
1803,213,33,average,1.1611,1.87,1.1055,1.1154,2.2927
1804,214,33,1,0.7573,1.87,0.7259,0.732,1.51
1805,214,33,2,2.3747,1.96,2.273,2.2933,4.7512
1806,214,33,3,0.9556,1.87,0.9183,0.9259,1.912
1807,214,33,4,0.5454,0.87,0.5228,0.5276,1.0948
1808,214,33,5,0.9174,1.96,0.8741,0.879,1.7666
1809,214,33,6,2.6574,1.96,2.5111,2.5398,5.2719
1810,214,33,7,0.4296,1.87,0.4055,0.4102,0.849
1811,214,33,8,1.3846,1.87,1.3034,1.3193,2.7394
1812,214,33,9,0.6888,1.96,0.6604,0.664,1.3436
1813,214,33,10,1.572,1.87,1.486,1.4996,3.0642
1814,214,33,average,1.1668,1.87,1.1109,1.1208,2.3039
1815,215,33,1,0.7617,1.87,0.7301,0.7363,1.5188
1816,215,33,2,2.378,1.96,2.2762,2.2965,4.7577
1817,215,33,3,0.9614,1.87,0.9238,0.9314,1.9234
1818,215,33,4,0.5507,0.87,0.5278,0.5328,1.1054
1819,215,33,5,0.9231,1.96,0.8795,0.8843,1.7773
1820,215,33,6,2.6676,1.96,2.5207,2.5495,5.292
1821,215,33,7,0.4302,1.87,0.4061,0.4108,0.8503
1822,215,33,8,1.3884,1.87,1.3069,1.3229,2.7468
1823,215,33,9,0.6912,1.96,0.6627,0.6663,1.3482
1824,215,33,10,1.5778,1.87,1.4914,1.5051,3.0754
1825,215,33,average,1.1724,1.87,1.1163,1.1262,2.3149
1826,216,33,1,0.7661,1.87,0.7343,0.7406,1.5275
1827,216,33,2,2.3812,1.96,2.2792,2.2995,4.764
1828,216,33,3,0.9671,1.87,0.9293,0.937,1.9349
1829,216,33,4,0.5559,0.87,0.5329,0.5379,1.116
1830,216,33,5,0.9287,1.96,0.8848,0.8897,1.788
1831,216,33,6,2.6778,1.96,2.5302,2.5592,5.312
1832,216,33,7,0.4309,1.87,0.4068,0.4115,0.8517
1833,216,33,8,1.392,1.87,1.3103,1.3264,2.7541
1834,216,33,9,0.6936,1.96,0.6649,0.6686,1.3528
1835,216,33,10,1.5836,1.87,1.4968,1.5106,3.0865
1836,216,33,average,1.178,1.87,1.1216,1.1316,2.3259
1837,217,33,1,0.7705,1.87,0.7384,0.7447,1.5362
1838,217,33,2,2.3843,1.96,2.2822,2.3025,4.7701
1839,217,33,3,0.9728,1.87,0.9348,0.9425,1.9462
1840,217,33,4,0.5612,0.87,0.5379,0.5429,1.1265
1841,217,33,5,0.9343,1.96,0.8901,0.895,1.7986
1842,217,33,6,2.6879,1.96,2.5397,2.5687,5.3316
1843,217,33,7,0.4316,1.87,0.4074,0.4121,0.853
1844,217,33,8,1.3957,1.87,1.3138,1.3299,2.7612
1845,217,33,9,0.696,1.96,0.6672,0.6709,1.3574
1846,217,33,10,1.5893,1.87,1.5022,1.516,3.0975
1847,217,33,average,1.1835,1.87,1.1268,1.1369,2.3368
1848,218,33,1,0.7748,1.87,0.7426,0.7489,1.5447
1849,218,33,2,2.3873,1.96,2.285,2.3054,4.7761
1850,218,33,3,0.9785,1.87,0.9403,0.948,1.9576
1851,218,33,4,0.5664,0.87,0.5429,0.548,1.137
1852,218,33,5,0.9398,1.96,0.8953,0.9003,1.8092
1853,218,33,6,2.6978,1.96,2.549,2.5781,5.3511
1854,218,33,7,0.4322,1.87,0.408,0.4127,0.8542
1855,218,33,8,1.3993,1.87,1.3172,1.3333,2.7683
1856,218,33,9,0.6984,1.96,0.6695,0.6731,1.362
1857,218,33,10,1.5949,1.87,1.5075,1.5213,3.1084
1858,218,33,average,1.1891,1.87,1.132,1.1422,2.3476
1859,219,33,1,0.779,1.87,0.7466,0.753,1.5531
1860,219,33,2,2.3903,1.96,2.2878,2.3082,4.7819
1861,219,33,3,0.9842,1.87,0.9457,0.9535,1.9689
1862,219,33,4,0.5716,0.87,0.5479,0.553,1.1474
1863,219,33,5,0.9453,1.96,0.9005,0.9055,1.8197
1864,219,33,6,2.7076,1.96,2.5582,2.5875,5.3704
1865,219,33,7,0.4328,1.87,0.4086,0.4133,0.8555
1866,219,33,8,1.4029,1.87,1.3205,1.3367,2.7754
1867,219,33,9,0.7007,1.96,0.6717,0.6754,1.3665
1868,219,33,10,1.6005,1.87,1.5128,1.5266,3.1192
1869,219,33,average,1.1945,1.87,1.1372,1.1474,2.3583
1870,220,33,1,0.7832,1.87,0.7506,0.757,1.5614
1871,220,33,2,2.3931,1.96,2.2905,2.3109,4.7875
1872,220,33,3,0.9899,1.87,0.9512,0.959,1.9802
1873,220,33,4,0.5767,0.87,0.5528,0.558,1.1577
1874,220,33,5,0.9508,1.96,0.9057,0.9107,1.8301
1875,220,33,6,2.7174,1.96,2.5673,2.5967,5.3894
1876,220,33,7,0.4335,1.87,0.4092,0.4139,0.8567
1877,220,33,8,1.4064,1.87,1.3238,1.34,2.7823
1878,220,33,9,0.703,1.96,0.6739,0.6776,1.371
1879,220,33,10,1.6061,1.87,1.518,1.5319,3.1299
1880,220,33,average,1.2,1.87,1.1424,1.1526,2.369
1881,221,33,1,0.7874,1.87,0.7546,0.761,1.5697
1882,221,33,2,2.3959,1.96,2.2932,2.3136,4.793
1883,221,33,3,0.9956,1.87,0.9566,0.9645,1.9915
1884,221,33,4,0.5819,0.87,0.5578,0.563,1.168
1885,221,33,5,0.9563,1.96,0.9109,0.9159,1.8405
1886,221,33,6,2.727,1.96,2.5763,2.6058,5.4083
1887,221,33,7,0.4341,1.87,0.4098,0.4145,0.858
1888,221,33,8,1.4099,1.87,1.3271,1.3434,2.7892
1889,221,33,9,0.7053,1.96,0.6761,0.6798,1.3755
1890,221,33,10,1.6116,1.87,1.5232,1.5371,3.1405
1891,221,33,average,1.2054,1.87,1.1475,1.1578,2.3795
1892,222,33,1,0.7915,1.87,0.7585,0.765,1.5778
1893,222,33,2,2.3986,1.96,2.2957,2.3162,4.7983
1894,222,33,3,1.0012,1.87,0.962,0.9699,2.0027
1895,222,33,4,0.587,0.87,0.5627,0.5679,1.1783
1896,222,33,5,0.9617,1.96,0.916,0.9211,1.8508
1897,222,33,6,2.7365,1.96,2.5852,2.6148,5.4269
1898,222,33,7,0.4347,1.87,0.4103,0.4151,0.8592
1899,222,33,8,1.4134,1.87,1.3303,1.3466,2.796
1900,222,33,9,0.7076,1.96,0.6783,0.6821,1.3799
1901,222,33,10,1.6171,1.87,1.5283,1.5423,3.1511
1902,222,33,average,1.2107,1.87,1.1526,1.1629,2.39
1903,223,33,1,0.7956,1.87,0.7624,0.7689,1.5859
1904,223,33,2,2.4013,1.96,2.2982,2.3187,4.8035
1905,223,33,3,1.0069,1.87,0.9674,0.9753,2.0139
1906,223,33,4,0.5921,0.87,0.5675,0.5728,1.1885
1907,223,33,5,0.9671,1.96,0.9211,0.9262,1.8611
1908,223,33,6,2.7459,1.96,2.5941,2.6238,5.4453
1909,223,33,7,0.4353,1.87,0.4109,0.4157,0.8603
1910,223,33,8,1.4168,1.87,1.3335,1.3499,2.8027
1911,223,33,9,0.7099,1.96,0.6805,0.6842,1.3844
1912,223,33,10,1.6225,1.87,1.5334,1.5475,3.1616
1913,223,33,average,1.2161,1.87,1.1576,1.168,2.4005
1914,224,33,1,0.7996,1.87,0.7663,0.7728,1.5939
1915,224,33,2,2.4038,1.96,2.3006,2.3211,4.8085
1916,224,33,3,1.0125,1.87,0.9728,0.9808,2.025
1917,224,33,4,0.5971,0.87,0.5724,0.5777,1.1986
1918,224,33,5,0.9725,1.96,0.9262,0.9313,1.8713
1919,224,33,6,2.7552,1.96,2.6028,2.6326,5.4635
1920,224,33,7,0.4359,1.87,0.4115,0.4162,0.8615
1921,224,33,8,1.4201,1.87,1.3367,1.3531,2.8093
1922,224,33,9,0.7122,1.96,0.6827,0.6864,1.3888
1923,224,33,10,1.6278,1.87,1.5385,1.5526,3.1719
1924,224,33,average,1.2213,1.87,1.1626,1.173,2.4108
1925,225,33,1,0.8036,1.87,0.77,0.7766,1.6017
1926,225,33,2,2.4063,1.96,2.303,2.3235,4.8134
1927,225,33,3,1.0181,1.87,0.9781,0.9862,2.0362
1928,225,33,4,0.6022,0.87,0.5772,0.5826,1.2087
1929,225,33,5,0.9779,1.96,0.9313,0.9364,1.8815
1930,225,33,6,2.7644,1.96,2.6114,2.6413,5.4815
1931,225,33,7,0.4365,1.87,0.412,0.4168,0.8626
1932,225,33,8,1.4235,1.87,1.3398,1.3563,2.8159
1933,225,33,9,0.7145,1.96,0.6848,0.6886,1.3931
1934,225,33,10,1.6332,1.87,1.5435,1.5576,3.1822
1935,225,33,average,1.2266,1.87,1.1676,1.1781,2.4211
1936,226,33,1,0.8075,1.87,0.7738,0.7804,1.6095
1937,226,33,2,2.4087,1.96,2.3053,2.3258,4.8182
1938,226,33,3,1.0237,1.87,0.9835,0.9916,2.0473
1939,226,33,4,0.6072,1.87,0.582,0.5874,1.2187
1940,226,33,5,0.9832,1.96,0.9363,0.9415,1.8916
1941,226,33,6,2.7735,1.96,2.6199,2.6499,5.4994
1942,226,33,7,0.437,1.87,0.4126,0.4173,0.8638
1943,226,33,8,1.4268,1.87,1.3429,1.3594,2.8224
1944,226,33,9,0.7167,1.96,0.687,0.6907,1.3975
1945,226,33,10,1.6385,1.87,1.5484,1.5626,3.1924
1946,226,33,average,1.2318,1.87,1.1725,1.183,2.4313
1947,227,33,1,0.8114,1.87,0.7775,0.7841,1.6173
1948,227,33,2,2.411,1.96,2.3075,2.3281,4.8228
1949,227,33,3,1.0293,1.87,0.9888,0.9969,2.0584
1950,227,33,4,0.6122,1.87,0.5868,0.5923,1.2287
1951,227,33,5,0.9885,1.96,0.9413,0.9465,1.9017
1952,227,33,6,2.7825,1.96,2.6284,2.6585,5.517
1953,227,33,7,0.4376,1.87,0.4131,0.4179,0.8649
1954,227,33,8,1.43,1.87,1.346,1.3625,2.8288
1955,227,33,9,0.719,1.96,0.6891,0.6929,1.4018
1956,227,33,10,1.6437,1.87,1.5534,1.5676,3.2025
1957,227,33,average,1.237,1.87,1.1775,1.188,2.4414
1958,228,33,1,0.8152,1.87,0.7812,0.7879,1.6249
1959,228,33,2,2.4133,1.96,2.3097,2.3303,4.8273
1960,228,33,3,1.0348,1.87,0.9941,1.0023,2.0694
1961,228,33,4,0.6171,1.87,0.5915,0.5971,1.2386
1962,228,33,5,0.9938,1.96,0.9463,0.9515,1.9117
1963,228,33,6,2.7914,1.96,2.6367,2.6669,5.5344
1964,228,33,7,0.4382,1.87,0.4136,0.4184,0.866
1965,228,33,8,1.4333,1.87,1.349,1.3656,2.8352
1966,228,33,9,0.7212,1.96,0.6912,0.695,1.4061
1967,228,33,10,1.6489,1.87,1.5582,1.5725,3.2126
1968,228,33,average,1.2421,1.87,1.1823,1.1929,2.4515
1969,229,33,1,0.819,1.87,0.7848,0.7915,1.6324
1970,229,33,2,2.4155,1.96,2.3118,2.3324,4.8317
1971,229,33,3,1.0404,1.87,0.9994,1.0077,2.0804
1972,229,33,4,0.6221,1.87,0.5963,0.6018,1.2485
1973,229,33,5,0.999,1.96,0.9512,0.9565,1.9216
1974,229,33,6,2.8002,1.96,2.645,2.6752,5.5516
1975,229,33,7,0.4387,1.87,0.4141,0.4189,0.8671
1976,229,33,8,1.4365,1.87,1.352,1.3686,2.8415
1977,229,33,9,0.7234,1.96,0.6933,0.6971,1.4103
1978,229,33,10,1.6541,1.87,1.5631,1.5774,3.2225
1979,229,33,average,1.2472,1.87,1.1871,1.1978,2.4615
1980,230,33,1,0.8228,1.87,0.7884,0.7951,1.6399
1981,230,33,2,2.4177,1.96,2.3138,2.3344,4.8359
1982,230,33,3,1.0459,1.87,1.0047,1.013,2.0914
1983,230,33,4,0.627,1.87,0.601,0.6066,1.2583
1984,230,33,5,1.0042,1.96,0.9562,0.9615,1.9315
1985,230,33,6,2.8089,1.96,2.6531,2.6835,5.5687
1986,230,33,7,0.4393,1.87,0.4146,0.4194,0.8681
1987,230,33,8,1.4396,1.87,1.355,1.3716,2.8477
1988,230,33,9,0.7256,1.96,0.6954,0.6992,1.4146
1989,230,33,10,1.6592,1.87,1.5679,1.5823,3.2324
1990,230,33,average,1.2523,1.87,1.1919,1.2026,2.4714
1991,231,33,1,0.8265,1.87,0.792,0.7987,1.6473
1992,231,33,2,2.4198,1.96,2.3158,2.3364,4.84
1993,231,33,3,1.0514,1.87,1.01,1.0183,2.1023
1994,231,33,4,0.6319,1.87,0.6056,0.6113,1.2681
1995,231,33,5,1.0094,1.96,0.9611,0.9664,1.9414
1996,231,33,6,2.8175,1.96,2.6612,2.6917,5.5855
1997,231,33,7,0.4398,1.87,0.4151,0.4199,0.8692
1998,231,33,8,1.4427,1.87,1.3579,1.3745,2.8538
1999,231,33,9,0.7278,1.96,0.6975,0.7013,1.4188
2000,231,33,10,1.6643,1.87,1.5727,1.5871,3.2422
2001,231,33,average,1.2573,1.87,1.1967,1.2074,2.4812
2002,232,33,1,0.8302,1.87,0.7955,0.8023,1.6545
2003,232,33,2,2.4218,1.96,2.3177,2.3384,4.844
2004,232,33,3,1.0569,1.87,1.0152,1.0236,2.1132
2005,232,33,4,0.6367,1.87,0.6103,0.616,1.2778
2006,232,33,5,1.0146,1.96,0.9659,0.9713,1.9512
2007,232,33,6,2.826,1.96,2.6692,2.6997,5.6022
2008,232,33,7,0.4403,1.87,0.4156,0.4204,0.8702
2009,232,33,8,1.4458,1.87,1.3608,1.3775,2.8599
2010,232,33,9,0.7299,1.96,0.6995,0.7034,1.423
2011,232,33,10,1.6693,1.87,1.5774,1.5919,3.2519
2012,232,33,average,1.2623,1.87,1.2014,1.2122,2.491
2013,233,33,1,0.8338,1.87,0.799,0.8058,1.6618
2014,233,33,2,2.4238,1.96,2.3196,2.3403,4.8479
2015,233,33,3,1.0624,1.87,1.0205,1.0289,2.1241
2016,233,33,4,0.6416,1.87,0.6149,0.6207,1.2875
2017,233,33,5,1.0197,1.96,0.9708,0.9761,1.9609
2018,233,33,6,2.8344,1.96,2.677,2.7077,5.6186
2019,233,33,7,0.4408,1.87,0.4161,0.4209,0.8712
2020,233,33,8,1.4489,1.87,1.3637,1.3804,2.8659
2021,233,33,9,0.7321,1.96,0.7016,0.7055,1.4271
2022,233,33,10,1.6743,1.87,1.5821,1.5966,3.2615
2023,233,33,average,1.2672,1.87,1.2061,1.2169,2.5007
2024,234,33,1,0.8374,1.87,0.8024,0.8092,1.6689
2025,234,33,2,2.4257,1.96,2.3214,2.3421,4.8517
2026,234,33,3,1.0679,1.87,1.0257,1.0342,2.135
2027,234,33,4,0.6464,1.87,0.6195,0.6253,1.2972
2028,234,33,5,1.0248,1.96,0.9756,0.981,1.9706
2029,234,33,6,2.8428,1.96,2.6849,2.7156,5.6349
2030,234,33,7,0.4413,1.87,0.4166,0.4214,0.8722
2031,234,33,8,1.4519,1.87,1.3665,1.3832,2.8718
2032,234,33,9,0.7342,1.96,0.7036,0.7075,1.4313
2033,234,33,10,1.6792,1.87,1.5867,1.6013,3.2711
2034,234,33,average,1.2722,1.87,1.2108,1.2216,2.5103
2035,235,33,1,0.841,1.87,0.8058,0.8127,1.676
2036,235,33,2,2.4276,1.96,2.3232,2.3439,4.8554
2037,235,33,3,1.0733,1.87,1.0309,1.0394,2.1458
2038,235,33,4,0.6512,1.87,0.6241,0.6299,1.3067
2039,235,33,5,1.0299,1.96,0.9804,0.9858,1.9802
2040,235,33,6,2.851,1.96,2.6926,2.7234,5.6511
2041,235,33,7,0.4418,1.87,0.4171,0.4219,0.8732
2042,235,33,8,1.4549,1.87,1.3693,1.3861,2.8777
2043,235,33,9,0.7363,1.96,0.7056,0.7095,1.4354
2044,235,33,10,1.6841,1.87,1.5913,1.6059,3.2805
2045,235,33,average,1.277,1.87,1.2154,1.2263,2.5199
2046,236,33,1,0.8445,1.87,0.8092,0.8161,1.6829
2047,236,33,2,2.4294,1.96,2.3249,2.3456,4.859
2048,236,33,3,1.0788,1.87,1.0361,1.0447,2.1566
2049,236,33,4,0.656,1.87,0.6287,0.6345,1.3163
2050,236,33,5,1.035,1.96,0.9852,0.9906,1.9898
2051,236,33,6,2.8592,1.96,2.7002,2.7311,5.667
2052,236,33,7,0.4423,1.87,0.4175,0.4223,0.8742
2053,236,33,8,1.4578,1.87,1.3721,1.3889,2.8835
2054,236,33,9,0.7385,1.96,0.7077,0.7116,1.4395
2055,236,33,10,1.689,1.87,1.5959,1.6105,3.2899
2056,236,33,average,1.2819,1.87,1.22,1.2309,2.5294
2057,237,33,1,0.848,1.87,0.8125,0.8194,1.6898
2058,237,33,2,2.4311,1.96,2.3266,2.3473,4.8624
2059,237,33,3,1.0842,1.87,1.0413,1.0499,2.1674
